branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
Chemical,Tier-2,7.35,2,8.2,6.0,20.0,4.9,6.0,5.8,1,3,1,1,1,2,1,18.49
CSE,Tier-3,7.63,0,6.4,7.7,62.4,6.9,7.4,6.7,1,4,1,3,0,1,1,19.39
Chemical,Tier-2,8.15,0,5.5,5.3,51.9,5.2,2.2,4.2,1,4,0,1,0,0,0,
IT,Tier-3,7.99,0,6.0,6.1,61.2,5.8,2.4,7.9,2,0,1,0,0,2,1,15.85
IT,Tier-3,6.65,2,6.1,5.6,68.9,8.7,2.5,1.7,2,4,3,1,0,1,1,14.85
ECE,Tier-1,5.58,0,5.5,7.3,56.5,4.9,5.2,7.3,3,2,2,3,1,1,1,22.6
ME,Tier-3,6.77,0,7.8,3.8,53.0,6.3,3.8,5.1,0,3,0,0,2,0,1,15.85
ME,Tier-2,7.23,0,4.3,5.0,82.5,5.0,6.5,2.3,1,2,2,0,2,2,1,15.84
Chemical,Tier-2,7.73,0,6.1,3.9,54.8,4.9,5.0,2.0,1,4,2,2,0,1,1,19.07
CE,Tier-2,5.47,1,7.9,5.6,75.0,6.2,8.1,5.8,1,1,1,0,1,1,1,17.81
CSE,Tier-3,6.74,0,7.7,5.2,58.2,6.1,6.7,7.3,0,1,3,0,0,0,1,18.16
ECE,Tier-2,6.11,0,4.8,8.4,97.0,4.7,7.4,2.8,1,0,1,0,0,0,0,
ME,Tier-2,7.3,2,5.1,3.9,77.2,5.1,7.2,1.3,2,1,0,0,0,1,0,
Chemical,Tier-1,8.96,0,9.3,5.5,58.5,7.8,7.9,2.0,2,3,0,0,0,0,1,23.1
CE,Tier-2,7.78,0,6.9,6.6,64.0,6.0,3.7,3.7,0,3,1,1,0,0,0,
EE,Tier-3,5.96,1,7.8,5.1,56.4,5.3,6.7,4.9,2,1,0,1,0,2,0,
CSE,Tier-2,6.93,0,5.4,4.4,81.8,4.7,8.5,2.3,0,5,0,0,0,1,1,14.65
IT,Tier-3,6.97,1,5.2,8.4,63.4,7.3,4.7,2.9,1,4,2,0,0,2,0,
CE,Tier-1,6.45,2,6.5,9.6,62.0,7.0,6.2,7.9,3,1,3,0,0,2,1,26.77
Chemical,Tier-3,7.2,0,5.7,3.8,69.5,6.7,5.6,3.8,0,3,4,0,1,2,0,
ME,Tier-2,8.42,0,5.2,4.0,70.7,4.3,3.6,4.2,0,1,1,3,0,1,1,16.24
EE,Tier-1,7.77,0,7.8,5.9,65.4,6.3,7.9,4.8,0,5,3,0,0,0,1,22.32
ME,Tier-2,7.91,3,7.6,4.4,43.0,4.2,7.0,0.9,0,2,2,2,0,0,1,16.86
CSE,Tier-3,5.42,1,9.1,6.4,60.7,7.9,4.0,3.8,3,4,1,1,0,2,1,19.4
ECE,Tier-3,7.48,0,6.1,5.5,57.9,6.2,4.8,3.4,0,2,2,0,0,3,0,
CSE,Tier-2,6.2,1,6.4,4.1,41.9,4.9,2.8,3.4,2,1,0,2,1,0,1,14.03
ME,Tier-2,6.64,0,5.7,9.6,54.3,5.3,4.2,4.6,1,1,1,0,0,0,0,
EE,Tier-3,5.53,0,5.3,5.4,81.7,6.1,5.0,7.1,1,0,1,0,0,1,0,
CSE,Tier-1,6.84,1,2.7,5.1,55.2,9.3,1.8,6.3,2,3,2,1,0,0,1,19.44
ME,Tier-3,6.82,1,7.1,6.1,54.5,5.9,4.6,7.6,0,4,1,0,0,1,0,
ME,Tier-1,7.52,0,7.2,5.6,71.9,3.7,5.4,6.5,2,1,2,2,1,0,1,20.62
CE,Tier-3,6.78,1,5.6,4.4,68.5,2.6,5.8,7.1,0,4,1,1,1,1,0,
CSE,Tier-3,6.92,0,8.8,3.9,40.2,7.2,3.4,3.1,3,4,2,1,0,2,1,16.19
CE,Tier-3,5.85,0,4.6,6.3,73.5,4.8,5.3,1.7,3,1,4,1,0,2,0,
ECE,Tier-2,7.77,1,6.9,7.1,56.6,10.0,3.4,1.0,1,2,1,2,0,0,1,18.81
ECE,Tier-2,5.74,0,4.7,4.4,91.3,7.1,5.5,3.9,2,1,0,0,0,2,0,
CE,Tier-1,7.36,0,6.6,7.3,47.5,6.7,3.4,2.6,2,3,3,0,0,1,1,19.48
CSE,Tier-3,5.85,3,3.1,6.0,51.1,5.6,3.6,3.7,2,5,0,1,1,1,1,13.67
Chemical,Tier-3,5.49,0,3.8,5.1,60.4,4.7,3.1,3.1,0,4,4,0,2,1,0,
Chemical,Tier-3,6.62,0,7.4,2.4,63.5,7.4,4.3,0.5,1,3,0,1,0,2,1,13.81
EE,Tier-2,6.12,3,6.1,5.3,66.4,6.8,6.9,6.2,1,1,4,0,0,0,1,17.6
ECE,Tier-2,6.7,0,4.6,5.1,42.0,5.8,4.4,3.4,1,1,3,3,0,2,1,14.54
EE,Tier-3,6.82,0,4.2,7.1,68.1,3.0,1.8,4.3,3,1,1,0,0,3,0,
CE,Tier-2,7.62,0,5.6,9.7,54.6,4.7,2.3,3.7,2,5,1,2,1,1,0,
ECE,Tier-2,7.39,0,5.0,5.8,82.4,6.6,5.0,7.2,2,2,1,0,1,2,1,17.79
ECE,Tier-3,7.33,0,4.4,6.0,63.2,4.3,5.7,3.0,1,4,3,1,0,1,1,15.5
CSE,Tier-2,7.54,0,5.6,4.2,91.9,5.0,5.2,3.4,0,3,2,0,1,0,1,15.82
CSE,Tier-2,8.44,0,9.4,6.7,64.9,6.9,5.7,4.6,0,2,1,2,0,3,1,19.38
EE,Tier-3,7.76,0,7.5,4.2,78.9,7.2,4.5,5.3,2,1,1,0,1,2,1,16.39
IT,Tier-3,7.1,1,4.7,4.7,59.2,5.5,1.6,5.0,1,3,0,0,0,0,0,
ECE,Tier-2,7.12,0,5.7,5.7,84.8,9.2,5.4,2.7,1,5,0,1,1,1,1,16.16
CSE,Tier-3,6.97,0,5.5,10.0,68.6,6.0,1.6,5.5,0,3,1,1,0,0,0,
CSE,Tier-3,5.91,1,4.7,7.8,60.9,6.3,3.0,6.3,1,4,1,0,0,1,0,
ME,Tier-2,7.53,1,7.1,5.4,60.5,3.9,4.7,4.2,1,1,0,0,0,1,1,18.65
CSE,Tier-3,6.08,2,5.1,5.1,57.9,7.0,7.5,3.1,1,1,1,1,0,1,0,
ECE,Tier-3,8.24,0,6.5,5.6,64.0,6.2,6.1,4.6,2,4,4,0,1,1,1,20.05
CSE,Tier-2,4.81,1,7.7,6.8,60.7,4.4,4.0,3.1,2,2,1,2,0,2,1,16.77
EE,Tier-3,7.6,0,5.7,1.5,58.6,4.7,7.4,3.7,1,2,0,1,0,0,1,16.42
EE,Tier-3,7.16,0,7.1,3.9,68.1,7.5,5.4,2.9,2,1,3,3,0,2,1,17.39
Chemical,Tier-2,5.99,1,5.5,6.5,69.4,5.5,4.0,2.0,0,4,1,1,0,1,1,15.38
EE,Tier-2,7.53,3,6.1,5.6,65.0,7.8,4.8,4.5,0,2,2,0,0,1,0,
CSE,Tier-3,6.79,0,6.0,3.7,40.5,10.0,4.9,1.5,0,1,1,0,2,0,1,14.82
IT,Tier-3,8.02,2,6.8,3.3,57.2,8.1,8.3,3.9,2,2,4,1,1,0,1,18.17
CSE,Tier-2,6.35,3,10.0,5.7,38.0,6.4,2.5,4.1,1,1,0,0,0,2,0,
CE,Tier-1,7.02,0,7.0,7.0,69.3,6.9,4.6,3.2,3,1,2,1,0,2,1,22.89
CSE,Tier-3,7.02,0,7.7,6.6,62.7,6.6,5.7,4.6,3,1,3,2,0,0,1,20.01
CSE,Tier-3,6.4,1,8.9,8.2,54.4,5.6,7.3,4.4,1,3,1,0,0,0,1,19.86
ME,Tier-2,5.92,0,5.6,6.3,57.1,7.2,3.8,5.4,1,1,3,0,0,0,0,
CSE,Tier-2,7.25,2,5.9,6.7,60.6,7.4,2.6,2.0,0,2,1,0,1,3,0,
ECE,Tier-2,5.96,1,4.8,9.0,53.7,6.5,4.4,4.2,0,1,2,1,1,0,0,
ECE,Tier-2,6.53,0,6.9,5.0,67.6,3.6,4.1,5.7,2,2,2,1,2,0,0,
IT,Tier-3,8.13,0,6.3,6.9,72.9,7.0,1.9,2.5,2,3,1,0,0,2,0,
ECE,Tier-3,6.65,2,9.5,6.0,53.2,3.5,7.9,4.2,1,2,1,0,0,1,0,
ME,Tier-1,7.67,0,5.6,7.5,76.2,7.3,3.5,1.8,1,4,1,0,0,0,1,20.7
IT,Tier-1,7.39,2,6.1,7.7,78.8,7.0,1.7,2.8,1,3,0,1,0,0,1,17.14
CSE,Tier-2,6.27,3,4.6,5.4,45.3,4.9,4.2,4.4,0,3,1,0,0,1,0,
IT,Tier-2,7.95,0,6.6,3.8,67.5,4.3,6.2,6.5,3,1,3,2,0,1,1,19.19
IT,Tier-2,7.51,0,4.6,8.2,76.7,5.2,6.5,5.5,0,1,1,0,1,2,1,19.15
Chemical,Tier-3,6.54,0,3.5,7.9,71.4,3.0,7.7,6.2,0,3,1,0,0,2,1,17.12
ME,Tier-3,8.28,0,8.9,4.4,57.2,6.0,5.9,4.6,2,2,2,2,0,1,0,
ECE,Tier-3,6.76,2,8.0,5.7,70.8,6.6,2.1,6.5,1,2,2,0,1,2,1,16.97
EE,Tier-2,5.53,2,5.4,6.9,78.9,3.4,6.0,3.0,2,1,1,2,0,3,0,
CSE,Tier-3,8.38,1,6.9,6.5,50.4,7.4,5.4,5.1,1,4,3,0,1,2,0,
CSE,Tier-3,7.32,1,4.8,4.0,69.5,8.1,6.5,2.5,1,2,1,1,0,2,1,17.14
ECE,Tier-3,5.16,1,7.5,7.3,55.8,3.5,3.7,2.8,2,2,3,0,0,3,1,18.09
EE,Tier-1,8.49,1,6.2,7.0,62.5,8.7,5.7,3.4,2,2,2,2,0,2,1,22.25
CSE,Tier-2,6.66,0,6.6,4.6,63.9,6.0,3.0,3.7,0,2,1,0,0,2,0,
EE,Tier-3,5.46,0,3.7,10.0,61.3,3.1,6.5,3.2,1,2,0,0,0,1,0,
ECE,Tier-3,7.39,2,6.6,5.1,78.7,4.9,3.7,6.7,0,3,0,0,1,1,0,
EE,Tier-2,8.61,0,6.8,2.1,84.9,1.6,5.0,3.8,1,2,2,3,1,0,0,
ME,Tier-3,5.68,0,7.7,4.6,59.6,5.9,3.9,0.0,1,2,2,0,0,0,0,
CSE,Tier-2,6.9,0,5.3,6.2,71.2,4.6,8.4,4.3,1,2,1,1,0,0,0,
CSE,Tier-3,7.04,1,7.6,7.6,65.7,8.0,6.2,2.8,1,3,1,0,1,2,0,
CSE,Tier-3,5.55,1,5.0,5.4,81.2,4.8,7.3,6.1,2,1,0,0,0,1,1,17.24
CSE,Tier-2,7.02,1,5.4,5.9,50.8,3.5,0.6,5.3,2,2,1,1,0,2,1,16.56
ME,Tier-1,7.39,0,3.4,7.5,54.3,5.4,4.6,3.2,2,3,1,2,2,1,1,18.07
Chemical,Tier-3,7.88,0,5.7,4.5,73.2,7.3,4.8,0.0,2,2,0,3,1,3,1,17.98
EE,Tier-3,8.11,0,4.5,8.0,57.8,7.1,2.6,0.5,0,4,1,2,2,0,1,15.18
IT,Tier-3,8.11,0,5.2,1.8,47.9,5.7,4.6,3.8,1,1,0,1,1,2,1,12.39
Chemical,Tier-2,6.85,0,6.4,5.5,65.9,4.9,2.9,4.0,0,3,3,1,0,2,1,14.82
CE,Tier-3,6.14,0,4.3,3.6,75.7,3.6,3.2,6.4,2,1,3,0,1,0,0,
CSE,Tier-2,5.79,0,8.3,4.7,70.9,7.3,5.1,3.0,0,4,4,0,1,1,1,15.12
Chemical,Tier-2,6.9,0,8.0,7.2,58.5,5.3,7.4,2.9,0,0,1,1,0,2,1,17.81
EE,Tier-2,6.36,0,8.3,6.9,62.8,4.2,5.0,5.0,3,2,2,0,0,1,1,20.19
Chemical,Tier-3,6.34,0,6.9,3.9,74.6,4.5,6.7,4.6,2,1,0,0,1,1,1,17.41
EE,Tier-3,7.65,0,9.5,5.4,64.2,6.5,5.1,4.2,3,3,3,2,0,0,1,21.62
IT,Tier-1,8.21,0,5.8,7.2,63.5,5.1,3.8,4.8,2,2,2,1,0,2,1,20.73
IT,Tier-3,6.76,0,7.7,3.7,60.4,7.2,4.6,2.1,1,3,2,0,0,1,1,14.4
IT,Tier-3,8.07,0,7.5,6.9,84.7,5.0,7.3,5.6,2,4,1,2,1,3,1,22.65
CE,Tier-3,6.64,0,7.3,8.0,52.8,4.4,4.8,3.2,2,2,1,1,0,1,1,19.13
ME,Tier-2,7.12,0,3.9,5.5,52.2,5.2,4.4,4.1,2,1,2,0,0,2,1,15.59
IT,Tier-3,6.73,0,5.7,3.6,80.7,3.8,1.8,7.4,2,1,2,0,0,0,0,
IT,Tier-2,6.76,0,8.6,3.2,67.3,5.3,2.0,2.6,2,2,1,0,0,0,0,
ECE,Tier-3,5.93,0,7.9,7.6,79.7,4.7,4.2,4.6,2,4,2,1,0,2,1,19.16
ME,Tier-2,6.78,0,3.7,4.1,54.7,6.6,4.5,4.9,2,2,1,0,1,0,1,18.01
EE,Tier-1,6.95,1,7.4,6.8,60.9,7.6,6.7,3.4,1,4,2,0,0,2,1,20.01
CSE,Tier-3,7.06,0,8.2,5.1,75.5,7.9,2.6,6.1,3,3,2,0,0,2,1,18.91
CSE,Tier-2,7.81,0,8.8,6.0,63.7,8.1,5.9,4.1,0,3,1,1,0,2,1,18.82
ECE,Tier-1,7.35,0,6.2,8.0,65.0,6.4,4.4,1.0,0,2,0,0,0,2,1,18.72
IT,Tier-2,7.14,1,8.6,5.0,62.1,7.0,3.3,7.0,2,3,1,1,2,1,1,17.52
ECE,Tier-3,7.8,1,4.8,5.0,60.3,3.6,3.3,4.5,2,3,4,1,0,0,1,19.97
CE,Tier-2,8.9,0,5.2,5.2,81.6,8.9,5.2,3.8,3,4,2,0,0,1,1,19.62
IT,Tier-3,5.59,0,6.6,8.1,70.9,4.2,0.4,3.5,2,3,1,0,1,2,0,
ECE,Tier-3,6.8,0,8.6,2.2,75.9,4.7,5.5,2.2,1,3,0,0,0,2,1,15.18
CSE,Tier-2,6.63,0,6.6,4.6,79.1,8.1,5.4,5.9,1,3,1,1,0,2,1,16.98
Chemical,Tier-3,7.5,0,4.7,2.8,52.7,3.9,7.0,4.2,1,2,3,0,0,2,1,14.73
EE,Tier-2,7.31,2,6.9,6.1,78.4,7.8,3.5,1.8,1,2,0,0,1,1,1,17.94
CSE,Tier-3,6.47,0,3.6,5.7,82.9,5.8,3.3,1.8,2,2,1,0,0,0,1,15.02
IT,Tier-2,7.7,1,3.3,4.1,64.6,7.2,5.6,5.7,0,2,3,1,1,1,0,
IT,Tier-2,7.15,0,6.9,5.4,79.7,5.5,0.0,4.0,1,2,0,3,1,3,1,12.58
IT,Tier-2,8.6,1,5.3,7.1,59.0,5.0,4.9,3.2,1,3,2,0,0,1,1,18.9
ECE,Tier-3,7.42,0,5.8,6.7,68.6,7.2,5.8,4.7,1,2,2,2,0,2,0,
ME,Tier-3,9.35,3,6.7,8.1,65.0,6.6,4.4,5.4,2,5,1,2,0,0,1,22.03
EE,Tier-1,7.28,0,6.6,5.7,87.6,5.0,6.5,5.3,1,0,1,0,0,0,0,
ECE,Tier-3,8.64,1,6.5,7.6,74.1,5.9,3.1,2.8,2,2,2,0,0,1,1,17.51
CSE,Tier-3,7.38,0,5.4,5.6,74.4,6.0,3.5,4.6,1,3,0,1,0,2,1,17.92
CSE,Tier-3,5.91,2,6.5,8.1,73.0,7.2,5.8,4.2,1,1,0,1,0,2,0,
CE,Tier-2,7.46,0,3.4,4.1,40.7,6.4,4.7,5.2,2,2,1,0,0,3,1,16.76
ECE,Tier-2,5.32,1,7.6,9.0,60.5,4.5,4.0,2.5,3,3,0,0,0,2,1,20.02
CSE,Tier-3,8.92,0,5.4,3.8,50.8,5.0,5.5,4.5,1,3,2,0,0,0,1,17.82
IT,Tier-2,7.62,0,6.4,3.7,80.0,5.1,1.7,4.7,1,4,0,0,0,1,0,
ME,Tier-2,8.91,0,8.0,2.9,86.4,5.5,6.7,6.1,2,0,0,1,2,2,1,20.11
ECE,Tier-3,5.73,0,3.6,3.6,65.0,5.7,6.6,3.2,0,2,1,0,2,3,1,12.2
EE,Tier-2,6.49,0,5.1,3.6,56.8,6.6,5.7,5.5,0,1,0,0,1,0,1,13.29
ME,Tier-3,5.95,0,7.3,7.1,86.1,5.4,8.5,3.1,0,2,0,0,1,2,0,
EE,Tier-2,6.35,0,6.1,3.0,53.2,4.7,6.2,2.9,0,4,1,0,1,3,0,
CSE,Tier-3,5.94,2,8.2,7.0,64.5,4.7,6.4,5.2,0,5,3,1,0,2,1,17.34
CSE,Tier-3,7.59,0,8.6,3.7,45.3,8.1,2.7,2.8,1,2,2,1,1,1,1,14.11
CE,Tier-2,6.1,0,7.2,6.1,76.5,8.7,2.8,2.8,2,1,0,0,1,1,1,15.33
Chemical,Tier-1,6.95,0,7.0,5.5,69.8,5.6,7.4,4.7,1,2,1,2,1,3,1,20.19
ECE,Tier-2,9.01,0,4.7,6.4,72.5,5.1,4.6,6.9,3,4,0,0,1,2,1,21.69
EE,Tier-2,6.98,0,6.0,2.9,82.1,5.1,3.2,4.5,0,4,4,0,0,0,1,14.07
CSE,Tier-3,8.0,0,5.2,7.0,37.8,5.5,5.8,3.8,1,2,3,2,0,2,1,16.18
ECE,Tier-2,7.47,0,7.4,5.3,67.5,5.4,5.2,3.9,1,3,1,0,0,1,1,20.18
CSE,Tier-3,6.12,0,6.3,5.0,57.5,6.9,5.6,3.0,1,5,3,0,0,1,1,16.0
IT,Tier-1,6.67,0,4.8,6.7,70.2,6.3,4.0,5.3,1,3,3,0,2,0,1,20.36
ECE,Tier-3,6.43,1,8.3,8.0,53.5,6.4,6.3,3.4,1,1,2,0,0,0,1,18.68
CSE,Tier-3,6.6,1,7.3,6.8,82.9,8.7,7.8,1.2,1,3,3,0,1,2,1,16.59
EE,Tier-2,9.2,1,4.7,8.8,57.6,7.1,4.1,4.2,1,5,1,1,2,1,1,20.56
CSE,Tier-3,7.95,1,6.9,5.3,59.3,7.3,4.4,2.7,2,1,1,0,1,0,1,18.07
CSE,Tier-2,7.4,0,8.4,3.9,78.0,7.6,0.0,1.4,2,1,1,3,1,0,1,17.48
CSE,Tier-3,6.14,1,6.7,7.8,65.5,8.4,4.3,2.9,2,2,1,0,0,3,1,18.37
Chemical,Tier-3,6.89,0,10.0,6.1,53.2,7.9,3.2,4.9,1,3,3,1,0,0,1,18.46
CSE,Tier-2,7.32,0,6.4,3.8,59.0,6.1,0.1,3.5,0,1,1,1,2,1,1,12.6
Chemical,Tier-3,7.72,0,3.9,3.5,46.1,5.3,5.2,1.8,3,2,0,3,0,2,0,
CSE,Tier-2,6.77,0,8.0,5.3,65.5,4.4,5.9,4.6,1,5,1,1,1,1,1,17.55
CSE,Tier-2,8.0,0,6.0,5.0,58.8,5.8,2.1,3.5,1,2,3,1,0,2,1,14.82
IT,Tier-3,8.35,0,7.6,2.7,62.3,7.6,3.9,5.5,0,5,3,0,1,1,1,12.91
CE,Tier-3,7.17,0,4.1,5.9,74.5,6.6,1.9,4.4,0,1,1,2,0,3,1,13.21
ECE,Tier-3,7.34,0,6.7,2.2,54.8,6.1,1.1,3.7,0,2,0,0,1,3,1,13.14
ME,Tier-2,6.52,0,7.3,6.3,87.8,6.2,4.3,3.4,0,1,1,1,1,2,0,
ECE,Tier-2,8.26,0,7.3,3.7,100.0,7.8,0.2,2.6,1,2,0,3,0,1,1,18.08
EE,Tier-3,8.74,0,8.5,6.0,53.2,4.0,3.1,4.2,1,3,1,2,1,3,0,
CE,Tier-3,7.0,1,4.8,8.4,37.4,4.9,6.0,4.3,2,3,3,0,0,1,1,18.78
CSE,Tier-2,8.38,0,5.2,4.7,47.3,9.0,4.2,0.0,1,2,2,2,2,3,1,13.52
Chemical,Tier-1,7.87,0,5.2,5.8,71.0,6.3,4.6,4.2,2,5,3,2,1,1,1,22.39
ME,Tier-2,8.83,1,7.1,3.9,75.2,9.4,3.5,4.7,1,1,1,0,0,0,1,17.78
CSE,Tier-3,6.58,3,4.8,6.9,57.9,8.3,5.9,4.2,1,3,2,2,0,2,1,15.69
ECE,Tier-3,6.68,0,6.3,5.8,83.4,3.9,4.8,3.7,0,2,4,1,0,0,1,14.32
IT,Tier-2,8.42,1,5.5,3.5,58.9,6.2,7.3,3.4,1,3,0,0,1,1,1,16.02
ECE,Tier-1,6.02,0,6.2,5.5,79.7,8.1,3.9,4.7,1,3,1,0,1,0,1,17.52
CE,Tier-2,7.13,3,2.4,2.9,61.0,7.0,5.0,3.2,1,1,1,0,1,0,0,
Chemical,Tier-3,9.01,0,6.6,4.6,58.6,6.8,5.8,2.8,0,1,2,0,1,3,1,15.71
EE,Tier-2,6.77,0,7.0,6.0,63.8,6.7,6.7,5.1,0,3,2,0,0,1,1,15.6
EE,Tier-1,7.77,2,6.8,9.2,67.8,5.2,6.5,3.7,3,2,0,1,0,3,1,24.68
CSE,Tier-1,6.78,0,6.9,7.3,71.5,4.7,5.6,0.6,0,2,1,0,1,2,1,16.31
EE,Tier-3,6.7,0,7.8,8.0,72.7,6.9,2.8,5.5,0,1,2,1,1,0,1,17.79
ECE,Tier-2,7.01,1,4.9,5.6,61.2,6.0,4.8,2.6,2,2,1,1,0,2,1,15.28
Chemical,Tier-1,8.96,0,8.2,6.1,67.6,5.5,5.8,3.6,2,4,3,2,1,2,1,24.48
CSE,Tier-3,6.35,0,6.2,6.2,48.3,6.3,5.2,7.7,2,2,0,0,0,1,1,17.89
ECE,Tier-2,8.49,2,7.7,4.5,61.7,4.4,6.0,5.3,1,4,1,1,0,2,1,18.96
CSE,Tier-3,6.16,0,5.5,8.2,63.9,5.5,4.0,4.5,0,2,1,0,0,1,1,15.19
ECE,Tier-3,6.8,0,4.9,5.0,62.6,7.2,4.5,4.5,2,2,0,0,2,3,1,16.94
CSE,Tier-2,7.29,0,7.7,6.0,76.3,6.4,4.1,1.1,1,3,2,2,0,2,1,15.57
IT,Tier-3,6.63,1,3.9,5.4,70.0,5.6,2.6,1.1,3,4,2,1,0,1,0,
Chemical,Tier-2,8.05,3,6.2,3.5,72.2,6.6,6.0,4.7,2,2,2,2,0,0,1,18.38
EE,Tier-2,8.84,0,5.6,6.0,49.8,3.9,3.8,3.1,1,1,1,0,1,3,1,17.72
CSE,Tier-2,5.86,0,6.3,4.3,47.9,6.1,3.3,3.0,0,2,0,2,0,1,0,
ECE,Tier-3,6.42,0,5.8,7.3,63.7,3.4,5.6,5.7,1,4,1,1,1,0,1,17.53
Chemical,Tier-3,7.29,0,5.1,4.1,70.5,4.3,3.3,2.3,1,2,0,1,0,1,1,13.64
CSE,Tier-3,6.75,0,7.5,6.6,73.8,7.4,1.6,6.0,3,1,1,1,0,1,1,17.69
CE,Tier-1,6.13,0,6.8,5.8,57.9,5.8,2.9,2.4,0,1,3,0,1,0,0,
ECE,Tier-2,6.53,0,8.1,3.8,83.3,3.8,5.2,5.2,1,0,2,1,0,3,1,15.71
Chemical,Tier-3,5.66,0,5.0,6.4,58.5,5.1,9.4,5.6,0,2,1,0,0,1,1,14.94
ECE,Tier-3,6.35,0,6.2,6.1,56.0,6.8,5.0,6.0,0,2,3,0,0,0,0,
CSE,Tier-2,8.79,0,5.7,7.0,46.7,3.5,3.3,3.5,1,3,0,1,0,0,1,18.46
EE,Tier-2,5.34,0,3.9,5.2,59.7,6.8,0.7,2.6,1,5,4,0,2,0,0,
ECE,Tier-2,8.33,0,6.5,7.6,69.2,5.5,8.9,6.6,2,4,3,0,0,2,1,24.21
EE,Tier-2,8.12,0,6.9,6.3,76.1,5.3,5.1,4.5,1,0,0,0,0,1,1,18.89
CSE,Tier-1,7.55,0,4.7,7.1,83.4,9.2,5.3,6.2,2,4,1,0,1,1,0,
CE,Tier-3,7.47,0,4.3,1.1,64.2,6.3,7.3,3.9,0,4,1,0,0,1,0,
ECE,Tier-3,7.58,1,4.8,3.4,53.9,6.8,4.2,3.5,1,3,3,2,0,1,1,15.57
CE,Tier-2,6.35,0,6.5,7.7,66.7,6.0,9.0,4.0,1,3,1,0,0,1,1,21.67
IT,Tier-2,7.2,0,7.0,3.8,57.5,9.5,3.9,5.1,2,1,2,0,0,2,1,15.84
Chemical,Tier-2,6.55,1,5.1,6.7,69.8,6.4,6.6,0.8,3,2,0,0,1,2,0,
IT,Tier-1,7.98,0,5.6,7.2,78.6,7.9,2.2,5.5,1,3,1,2,0,2,1,17.16
IT,Tier-3,6.24,1,5.3,5.1,35.2,4.3,8.2,4.4,2,2,1,0,1,0,0,
CE,Tier-3,8.54,0,5.8,5.0,72.5,8.0,3.5,4.1,2,3,3,0,0,1,1,15.5
CSE,Tier-3,8.08,0,8.5,4.4,57.6,8.4,5.3,7.9,0,5,0,0,0,0,0,
EE,Tier-2,7.25,1,8.0,3.9,93.0,5.0,2.3,5.6,1,1,2,0,0,1,1,15.32
CSE,Tier-3,6.0,1,7.1,4.4,64.7,7.9,10.0,4.3,0,4,1,0,0,2,1,16.11
CSE,Tier-1,7.3,0,6.6,4.2,66.2,6.9,4.9,0.9,2,3,1,0,0,2,1,19.04
EE,Tier-3,7.47,1,6.4,6.0,59.1,3.7,4.9,2.4,1,3,2,1,0,0,1,18.83
EE,Tier-3,8.84,0,4.7,3.1,75.6,4.6,1.7,3.2,1,4,1,0,0,1,1,16.27
ECE,Tier-2,6.9,0,6.6,6.6,51.4,4.4,8.6,3.1,2,2,2,0,0,3,1,21.29
IT,Tier-2,7.85,0,4.3,10.0,44.7,9.7,3.0,4.3,0,1,2,0,0,1,1,17.06
Chemical,Tier-3,7.56,1,4.8,7.5,63.2,6.6,3.8,5.4,2,1,1,1,2,1,0,
CE,Tier-2,7.16,0,7.8,7.0,57.8,5.1,7.4,3.5,3,4,3,0,0,0,1,24.26
EE,Tier-2,8.01,1,5.5,5.3,73.4,6.4,5.6,1.5,2,4,3,0,0,2,1,19.45
ECE,Tier-3,8.15,0,6.5,7.8,69.6,7.8,5.2,5.7,2,3,0,2,1,0,1,20.23
Chemical,Tier-3,7.69,0,8.6,5.3,73.2,2.7,5.5,4.7,1,4,2,1,0,0,1,17.19
ECE,Tier-2,6.89,0,5.8,1.0,65.9,7.7,5.1,2.6,1,1,0,0,0,1,1,13.3
IT,Tier-2,8.0,0,4.9,3.7,66.1,4.9,3.6,2.7,1,2,1,0,0,0,1,16.59
Chemical,Tier-2,7.46,0,3.5,6.9,71.7,5.2,6.0,4.0,3,3,2,1,0,1,1,19.2
EE,Tier-2,6.46,0,6.3,6.5,52.6,5.6,4.7,6.3,0,1,1,1,0,0,1,18.37
IT,Tier-2,7.05,0,7.5,7.3,54.1,5.4,5.2,4.5,2,1,0,0,1,0,1,22.85
ME,Tier-2,6.19,1,3.3,7.7,79.3,7.3,6.0,3.8,3,3,2,0,0,2,1,19.81
Chemical,Tier-2,5.69,0,7.4,5.0,83.5,6.0,5.3,3.8,1,2,2,2,1,2,1,15.31
IT,Tier-2,6.77,0,4.6,8.2,46.9,5.5,2.6,4.7,0,1,1,1,1,1,1,16.53
ECE,Tier-3,7.53,0,4.8,6.2,84.4,4.9,6.0,4.2,0,3,1,1,0,2,1,14.73
CSE,Tier-3,7.94,0,3.6,3.2,70.0,7.1,5.0,4.1,1,2,2,2,0,2,0,
CE,Tier-3,7.56,0,7.1,1.8,73.9,3.2,5.8,3.0,0,5,2,0,2,2,1,12.38
IT,Tier-3,6.57,2,6.8,3.7,71.5,8.3,5.3,4.1,0,3,1,0,0,1,0,
IT,Tier-2,7.54,0,2.7,4.1,60.5,6.1,5.2,0.5,0,1,1,1,0,0,0,
